"Name","Disabled","FileName","ExportName","Character","Skin","IsPicto","Type","Rarity","LockedForChronos","BundleCode","IsDefaultBattleEmote"
"emoji_surge_gg",,"sc/ui.sc","emoji_surge_gg","PowerLeveler",,,4,1,"TRUE",,
"emoji_surge_happy",,"sc/ui.sc","emoji_surge_happy","PowerLeveler",,,1,0,"TRUE",,
"emoji_surge_paladin",,"sc/ui.sc","emoji_surge_paladin","PowerLeveler","PowerLevelerKnight",TRUE,4,4,,,
"emoji_surge_paladin_angry",,"sc/ui.sc","emoji_surge_paladin_angry","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_gg",,"sc/ui.sc","emoji_surge_paladin_gg","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_happy",,"sc/ui.sc","emoji_surge_paladin_happy","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_phew",,"sc/ui.sc","emoji_surge_paladin_phew","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_sad",,"sc/ui.sc","emoji_surge_paladin_sad","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_special",,"sc/ui.sc","emoji_surge_paladin_special","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_paladin_thanks",,"sc/ui.sc","emoji_surge_paladin_thanks","PowerLeveler","PowerLevelerKnight",,4,4,,,
"emoji_surge_phew",,"sc/ui.sc","emoji_surge_phew","PowerLeveler",,,4,2,"TRUE",,
"emoji_surge_sad",,"sc/ui.sc","emoji_surge_sad","PowerLeveler",,,2,0,"TRUE",,
"emoji_surge_special",,"sc/ui.sc","emoji_surge_special","PowerLeveler",,,4,2,"TRUE",,
"emoji_surge_thanks",,"sc/ui.sc","emoji_surge_thanks","PowerLeveler",,,4,2,"TRUE",,
